id,trip_duration
id0339924,764
id1192895,776
id2488141,971
id2776274,505
id3267974,228
id2771407,668
id0039114,447
id3383897,681
id2748929,2508
id2010331,773
id0698282,1138
id2243041,577
id0305252,434
id1520983,1069
id0852920,1302
id1986946,1153
id1741333,948
id2474379,2376
id3133108,727
id0362267,1831
id2199009,510
id0022421,520
id3648168,2821
id2618714,270
id1975590,646
id1974106,786
id1872069,625
id2804875,514
id3110707,657
id3293222,313
id3966840,804
id3711584,599
id1091831,672
id0955244,529
id0324664,1085
id2432197,521
id1056375,191
id1396924,2428
id3697455,695
id1563656,506
id2168813,1452
id0991966,1525
id3142833,2007
id0664565,812
id0994654,718
id1662761,2115
id3842820,918
id0574195,822
id0080721,521
id3416980,135
id3442905,1072
id2610019,1683
id3984593,1086
id3342559,359
id2227646,647
id2150157,643
id0158302,1267
id1415677,608
id3425370,608
id0384767,1159
id1454298,762
id3175835,624
id0546765,271
id0885531,415
id3461337,357
id2968124,655
id3109718,330
id0860972,829
id2450866,699
id2020976,780
id1923872,1005
id3451887,1247
id2457652,1516
id2789065,1049
id1764513,491
id1941871,923
id0267778,527
id1535034,173
id1697360,316
id1827923,337
id0315445,1326
id2121759,817
id3014972,520
id1720007,551
id0813881,187
id3905006,180
id3561603,3025
id3388459,461
id2176006,291
id2995374,1528
id0214115,1905
id1781093,3262
id3287077,1229
id1851246,129
id0002332,419
id3528844,949
id3704121,1067
id1788767,377
id2311166,1334
id2554011,829
id3441194,852
id0968019,833
id1498240,797
id2902805,546
id3316397,192
id2063920,1502
id2754466,2834
id2769923,393
id3123917,1727
id2851494,673
id0822101,164
id0045834,406
id0442382,603
id0190154,1178
id0505373,157
id3811596,218
id3389763,458
id0425398,1186
id1393670,1004
id2115131,1216
id2016702,382
id0445030,381
id1344192,220
id2854836,171
id0988293,778
id0457416,974
id1780773,1327
id2725599,1412
id1394485,2338
id1990823,849
id0744034,1111
id0588799,570
id3595522,1173
id2561159,2438
id0099111,317
id3439166,1154
id0356350,1735
id0645191,401
id1231278,624
id2284762,333
id0782915,614
id1906714,2746
id1460506,1014
id1225423,380
id3955858,693
id3406153,717
id3804942,836
id0688660,467
id3766123,1325
id0774254,1410
id0148398,1043
id2604194,296
id3256061,431
id3695354,805
id0603795,463
id1872719,1175
id3633060,728
id0752580,451
id1946906,313
id2290522,171
id2444116,1631
id0714139,459
id1805477,1809
id3203398,837
id1196167,700
id2488768,1235
id2114433,2541
id2258078,2403
id0794206,298
id1770734,239
id3385034,953
id3885372,438
id2054136,810
id1646659,587
id2240465,908
id2581357,202
id3502953,586
id2022865,418
id2364311,476
id2121638,492
id1987005,745
id0273870,256
id0976324,908
id3889538,1073
id1517347,392
id3847870,317
id0228569,671
id3135296,920
id2938586,223
id2130491,5582
id2592885,1065
id2392075,2720
id0567378,231
id3446660,384
id2806949,2227
id3251054,1200
id3004590,1550
id0543131,1057
id0495591,1121
id0349405,451
id2183096,559
id2758075,441
id2251037,332
id1432096,483
id1290529,2626
id2483752,1098
id3831115,196
id3598335,1479
id1310612,302
id1260928,883
id2341069,98
id0363912,86258
id2710220,1169
id2114850,1350
id2046501,900
id3754341,325
id0039256,1083
id0023326,458
id2653530,967
id1733977,351
id1777810,1221
id2011415,528
id1834309,665
id2116067,175
id1136492,581
id3488566,592
id2740011,428
id2543043,904
id1507453,1114
id2135447,407
id2970207,277
id1176036,525
id3250766,754
id0822165,564
id0743186,1260
id2830614,623
id1302377,233
id2080335,2027
id0040579,420
id3097845,596
id0879096,629
id2758190,727
id1093403,606
id2332629,1953
id3495709,313
id2752636,895
id1105309,1773
id2631820,141
id0026883,388
id0320735,243
id1420366,312
id3534287,251
id3492382,1062
id3813964,747
id3492880,272
id1045320,1837
id1499276,506
id3692845,435
id1648084,3081
id1701645,231
id0401970,237
id1706224,960
id3892741,675
id3318666,405
id1298177,1404
id2562757,175
id0440118,152
id2074756,961
id0435516,899
id2970899,200
id2388988,746
id1871481,961
id2656088,2696
id1399843,915
id3672563,123
id1364506,341
id1554892,520
id1036775,391
id1165886,1134
id3318544,556
id1697774,123
id3317984,313
id1159082,1137
id1782975,618
id0907428,306
id0538204,1185
id2067717,688
id3002400,1714
id3947057,1518
id3115669,1064
id2389233,611
id2722896,1494
id0947446,582
id0497217,511
id1005407,777
id2284435,1518
id2365873,1123
id1832126,414
id1072295,1185
id3272766,413
id2425126,616
id0135522,225
id1840033,157
id3012467,1781
id3389344,777
id1153082,597
id2888886,1184
id1908006,1235
id0668152,304
id3014194,361
id3542171,351
id0476550,783
id3043662,2110
id2400781,1938
id3579394,1215
id3543153,544
id2754668,861
id3094434,327
id0577063,504
id1610120,1083
id0023262,682
id0772044,2134
id2903598,259
id0450157,363
id3871676,2571
id0205160,1143
id0262319,628
id2154338,2355
id2284134,515
id2371741,209
id2439142,511
id2422942,132
id2959904,249
id1098221,607
id3047984,1348
id2454663,938
id1668999,370
id2876441,370
id1382434,193
id1370881,468
id1544058,470
id3985568,306
id2235802,578
id2610691,341
id0741798,454
id0421675,427
id3503337,400
id2722654,4572
id0258932,1185
id2720261,1909
id0525428,679
id2371598,539
id1778627,2165
id1120046,658
id2411918,1308
id0713798,723
id0192644,487
id3969205,570
id0724625,567
id3857885,213
id0879928,132
id3144281,517
id1056518,512
id0583903,596
id0095202,483
id3366668,619
id2562477,443
id2985445,1184
id0722155,504
id2492541,519
id1978030,2049
id3817006,365
id0524269,1082
id2437583,1363
id2148080,489
id3600938,562
id0712819,1075
id1292401,1794
id2606305,203
id2968418,312
id1401282,990
id0770337,387
id1399804,1316
id1398657,345
id0433316,325
id1324692,1469
id1968710,1343
id3638797,413
id1264971,1551
id2756689,322
id3272178,388
id0610599,467
id3920198,1068
id3743965,707
id0524976,333
id2596298,1737
id1342722,1547
id3198966,463
id3114474,1138
id1603992,879
id0351570,502
id1361377,1596
id3557229,586
id0982435,1000
id3552265,1859
id2044146,1742
id3744835,457
id1357359,259
id1720439,1912
id3185774,1740
id1537069,1566
id1468183,581
id0356464,2036
id3323128,1179
id3009447,300
id0358813,969
id3066737,245
id0709704,653
id0431683,449
id0359413,145
id0875808,888
id0251523,563
id2441824,299
id2973196,179
id1968648,1199
id1370397,470
id0347317,659
id3092387,945
id1977403,770
id1735826,323
id1291600,1487
id3740982,411
id1371069,198
id1275654,552
id0564759,1350
id0593548,1631
id0567553,349
id1361234,977
id0622328,1217
id0371769,971
id2762882,951
id0479526,803
id3523740,621
id2096659,349
id0876136,1184
id3040039,1014
id3615196,289
id1621267,497
id3155607,61
id2757754,215
id2933652,785
id2915131,746
id1462683,876
id0385321,351
id1933187,242
id3389272,168
id0242567,435
id2219592,935
id1926436,1093
id1793773,183
id2255779,2299
id0048671,459
id0624014,4341
id2381555,1381
id1686421,109
id1899313,552
id1779148,2247
id3445937,1815
id0476079,1591
id3544307,690
id1138242,199
id0332511,607
id2855490,401
id2599926,704
id2248716,644
id3534631,1635
id1014754,213
id0737710,213
id1930007,1665
id3033629,311
id2450064,1224
id1376164,922
id0560345,630
id2651405,860
id2038444,577
id2284092,390
id3264572,837
id1036132,305
id2583538,881
id0707397,1186
id0873527,1355
id2792881,540
id1051242,224
id3377368,757
id1253480,387
id2689886,841
id0955391,1891
id3867935,81
id3630545,623
id3797433,884
id2876710,661
id3910251,393
id3966728,992
id1195618,115
id2087203,751
id1366793,1912
id1062549,1079
id0743915,357
id2870380,345
id1232038,612
id3195472,2146
id1183875,86273
id3079705,2619
id1555284,193
id1627200,328
id1622009,999
id2990543,1093
id0511606,366
id2246881,653
id1779306,256
id2863540,672
id2689904,856
id3577710,488
id0387762,1872
id1814940,432
id3910823,532
id0566974,702
id3223428,824
id0824104,158
id3112389,197
id3394342,1222
id3669603,248
id3929497,1396
id1922967,97
id2597745,10
id3217728,970
id3724688,208
id1437180,435
id3625022,138
id2505135,828
id3376971,1091
id2452059,903
id0710881,577
id2404853,513
id1963807,1254
id3468005,848
id3991285,445
id3032357,1800
id0941968,251
id1249257,839
id3829501,491
id1513060,378
id3686207,261
id3404589,455
id1220301,558
id2162796,2066
id3721646,499
id1902319,1586
id3449785,179
id0374531,2576
id2480219,178
id3509618,1053
id0313739,1479
id2082999,883
id1167102,534
id1794690,536
id1455729,343
id0716050,316
id0223340,1727
id0162993,513
id2396802,362
id1753468,356
id2349708,859
id2596722,217
id2032208,640
id3240456,456
id1886071,612
id1748213,502
id1951494,332
id1431474,2230
id2922133,1349
id3996520,917
id0224686,816
id0166769,226
id0696725,914
id0663605,570
id0392480,151
id2369173,204
id1353343,316
id3065501,331
id0104024,2117
id0979487,621
id1722136,1157
id0965645,286
id1370514,852
id3714355,519
id2105193,1888
id2149341,137
id2437361,551
id0375278,829
id0499297,440
id1566885,474
id0597624,2080
id3623442,2165
id2171565,198
id1712998,1235
id1899886,1610
id1052313,750
id0475532,1445
id3183253,621
id3620657,533
id2043711,503
id1984986,2179
id3432014,757
id0037448,373
id0447082,459
id2987851,1346
id3337413,819
id2753533,397
id2740713,345
id0997884,384
id3247564,832
id3451909,793
id0154611,794
id0779669,626
id2602149,614
id3613473,1325
id0498014,683
id2360206,931
id3716187,390
id3355458,686
id1741038,828
id0104752,450
id0700645,1342
id3545472,1288
id1557494,233
id0375758,296
id2336444,2323
id2747323,759
id1575761,1129
id2119063,929
id1734191,824
id1194020,1039
id2301773,892
id2937705,831
id0416863,296
id0554904,3585
id3472649,730
id1623158,1530
id3115855,1019
id1685183,570
id0131389,922
id1840108,430
id1483639,248
id1703224,227
id2750347,602
id1359201,633
id0387241,507
id0158689,589
id2101440,1475
id0646035,1271
id3366411,582
id0863713,719
id0171925,754
id1433362,386
id0927449,795
id3910654,993
id3757658,278
id1444851,469
id3657737,610
id1054027,270
id0708088,550
id2068100,512
id2746885,1540
id1164092,1278
id1180826,692
id2061035,657
id0691187,491
id1959518,576
id2749009,131
id1912329,427
id3555119,453
id3664077,945
id3803737,864
id3113079,534
id0459143,479
id3481697,212
id2292288,766
id3901345,610
id2461918,391
id0744905,471
id0144441,942
id3657964,646
id3871019,694
id0445726,938
id0945661,541
id3644187,182
id3846907,709
id3433241,964
id1406218,784
id2754752,1248
id3214235,1016
id1871776,1308
id3077995,2156
id3127106,399
id3092819,379
id2498555,612
id2077992,404
id2650683,1380
id0786491,1142
id1641816,617
id1024268,518
id2413774,1074
id3357160,259
id1895106,297
id3651055,688
id2781464,1323
id1872451,1601
id1054903,1014
id3749797,516
id1249497,889
id3901044,2447
id3769709,710
id1675369,641
id0148346,1242
id2533119,132
id3174604,1081
id3390417,660
id2921928,158
id0393469,635
id1201656,1211
id1808348,2644
id2374321,1209
id0951445,878
id0836256,3405
id2684073,954
id0147096,1321
id0506675,305
id3272011,596
id3415988,1661
id3210151,1221
id2287606,1404
id0138836,1120
id3180645,659
id1578807,255
id3835805,535
id0663482,683
id1029270,656
id0119137,432
id3491615,607
id0742146,232
id3091319,1359
id2662364,1309
id1657411,705
id0373366,1072
id0224841,1160
id1417571,629
id2236157,1035
id1597232,557
id0372871,376
id1076194,492
id0290620,2937
id0819332,2472
id1738181,437
id3320007,645
id0892682,237
id1263970,1238
id0730643,1034
id1953005,192
id0745882,1158
id3673040,791
id3996016,175
id1074839,297
id3888076,872
id2918818,1102
id2543307,899
id0233242,1568
id1722853,360
id2824193,663
id2727368,1483
id2757314,394
id0982114,292
id1140515,564
id2687861,438
id0252039,1897
id3980304,1164
id0343932,260
id1160709,1024
id1828492,536
id3463264,2660
id2414897,634
id0707872,419
id2131288,1104
id1060981,339
id3223518,860
id0054021,807
id1086577,98
id3288570,265
id2116468,390
id0259644,784
id3688603,5
id0235405,48
id0839817,941
id0401678,999
id2229871,1099
id3066044,912
id3055987,2266
id0108575,549
id1912448,670
id1799172,2718
id2432772,414
id0857243,1329
id0662703,233
id2852831,133
id3141586,1334
id2574814,141
id2552673,323
id1229898,304
id3501291,230
id3900589,392
id3686609,583
id0370274,1794
id0647572,233
id3094340,441
id1834283,350
id3797167,594
id0046101,1298
id2780629,404
id0287013,770
id0902830,1838
id2433389,1254
id0107343,1860
id2511660,268
id1242714,898
id1556196,1256
id2086103,994
id3718582,1846
id3293598,1286
id0585731,134
id2972444,705
id2953412,402
id2108558,231
id3294646,221
id0347945,302
id0707510,924
id1670350,457
id2832528,694
id0449059,972
id2835674,1120
id0125337,634
id1968260,1077
id0668322,722
id1816077,1554
id0904265,299
id0824894,544
id2260736,1213
id1036056,172
id3936578,4303
id2264817,1835
id1116004,1186
id0818878,2487
id3974183,444
id2865083,460
id2531167,657
id3658475,940
id0157616,1110
id0031682,804
id0193813,257
id1209813,1016
id0095280,784
id2505813,258
id3723395,289
id3191770,2694
id3351557,832
id0896192,275
id3841531,470
id2754172,1171
id2760665,1969
id0579309,462
id1599395,498
id0724221,490
id3500895,1701
id3386261,236
id1469096,283
id3506372,170
id0332763,366
id3519268,415
id1866767,462
id1672662,957
id1008786,403
id3754637,512
id2383012,819
id3151396,955
id3599587,1895
id2304284,1070
id1681727,1144
id0887815,832
id1747936,209
id1944673,696
id2257794,600
id1518563,393
id2044359,442
id0841815,119
id2947804,188
id2648133,474
id2775015,522
id0041818,894
id3845807,636
id2896823,1094
id3093921,235
id2587932,440
id3819611,524
id3786203,3553
id2385268,492
id0499327,1579
id0852680,610
id2299413,856
id3577936,1039
id1971532,463
id1337419,746
id2642706,800
id1392766,280
id0659975,1127
id0481716,183
id1397140,633
id3835246,2281
id2721113,1433
id3109189,539
id3786321,1578
id2234157,1333
id3002701,362
id1617600,199
id0112829,539
id3552665,357
id2373436,364
id0845716,632
id3706269,798
id1922091,229
id1108443,123
id3049329,216
id1484078,202
id3268609,482
id0652806,822
id1119731,1055
id3404474,319
id3509591,1273
id3910695,2627
id2233665,857
id3550193,952
id1723153,183
id2214447,522
id3710455,636
id0866749,808
id2952157,542
id1204493,304
id1758797,987
id1459599,348
id3614491,199
id2221059,261
id3768659,981
id0433178,610
id1120112,682
id0933472,616
id3449243,945
id0421296,51
id2264920,579
id0387829,386
id3432504,877
id1429048,114
id1839990,2139
id1227066,297
id0888907,672
id1293738,145
id3381644,406
id0499402,682
id2963737,375
id2374181,327
id3839064,332
id0899423,486
id2947227,660
id1149688,1298
id2897506,205
id3969245,223
id2082339,120
id3698842,857
id1989126,643
id3881141,1618
id0293661,171
id1076582,681
id0347401,799
id0407845,506
id0061309,4747
id1779976,358
id2636489,184
id0584783,1112
id3233756,555
id0421131,331
id1638946,762
id3647322,1245
id1355099,276
id2064606,716
id1849103,1602
id1344947,273
id0092910,535
id1707810,481
id3775870,972
id0872125,155
id1911614,1595
id0388109,643
id0040297,882
id2619442,1776
id2312733,3659
id3783683,672
id1818876,266
id3365594,1610
id3654556,333
id0060968,1466
id2418387,794
id3574274,627
id1321803,461
id1543677,714
id3638506,883
id0196115,4112
id0014949,880
id0648530,478
id0085404,833
id1965660,808
id1970142,327
id3852786,1171
id1770207,706
id0910651,540
id2419237,582
id1304430,738
id0884428,570
id3895254,227
id0637512,2798
id3596063,408
id0724493,1537
id1680675,736
id1376001,373
id0473593,595
id1876419,792
id0177388,1192
id1848993,2610
id3842442,1028
id1601138,1019
id3291448,399
id2859372,1256
id0391059,325
id1443535,2375
id1953222,163
id1516688,1425
id3934237,396
id2643936,576
id2439175,182
id2238073,415
id2516121,1317
id2827364,538
id2896588,179
id1198220,1105
id3828325,938
id1420568,370
id2254039,674
id0147547,763
id3275992,513
id0436596,1760
id0071828,251
id3016922,894
id1514588,492
id3250496,816
id2471112,611
id0442613,1147
id1574885,665
id0228634,921
id2628069,481
id2856438,729
id1549278,855
id2293026,304
id2807157,919
id1510203,146
id3707548,787
id1606785,1537
id1106948,763
id1880921,1140
id1485815,1447
id3113236,1347
id3652145,292
id2153880,962
id2958633,263
id2872817,251
id0167033,719
id2132480,599
id2770907,743
id0192039,1950
id2062797,345
id2522457,570
id3197862,403
id0559390,424
id2595162,440
id0301541,617
id1455808,660
id0231535,428
id3892170,414
id0740859,488
id1757545,336
id1754966,854
id3236659,541
id0034863,514
id3847152,495
id2219383,487
id0877583,440
id2898936,1871
id2471531,444
id1918626,1132
id0452553,1164
id3048622,509
id0456532,345
id1792402,1440
id3215798,619
id2957334,935
id2453155,323
id1869887,326
id2829596,549
id2005926,370
id2753007,197
id2243858,584
id2015215,1035
id2167545,383
id0228724,454
id0990750,1464
id1429533,609
id2980087,777
id3489329,242
id2990146,857
id3385165,587
id3336061,1071
id0722234,454
id3585880,851
id3012773,484
id1233032,622
id3749678,644
id2244954,1160
id2507087,214
id0685081,1398
id2600292,568
id1543796,648
id1057525,443
id2289532,131
id2925265,544
id0169777,470
id2021242,871
id3311128,505
id2875902,778
id1422084,336
id0373320,666
id3783007,1159
id2723651,409
id2082229,399
id3514023,400
id2572502,766
id3183354,454
id2772343,1478
id2878473,1381
id0256599,2275
id2501799,920
id3229990,744
id0443183,1463
id0146156,528
id3505432,262
id3263474,397
id3509243,873
id0888561,727
id0855829,1275
id0899338,3177
id0119888,606
id3772509,876
id1458135,1082
id0375029,3168
id3263863,649
id0892705,1148
id0936082,346
id0173434,4640
id1386946,3886
id3603323,785
id2073887,393
id3096868,2563
id3272921,283
id0449952,472
id1603904,681
id2737576,541
id3489052,531
id0396417,522
id2532148,2133
id0628865,537
id2050012,297
id1184908,1249
id2222817,595
id0354641,645
id0591111,464
id0403296,983
id1214734,683
id2122624,1089
id0316252,280
id1616072,490
id2124770,828
id1764679,727
id0079035,603
id1497996,521
id3822837,1902
id2058464,1714
id0814598,919
id2598219,1342
id2331704,1033
id3410908,1768
id3680980,574
id2372289,1246
id1013137,430
id1449600,524
id0304422,534
id2711730,505
id0288467,399
id1374067,612
id1647951,1208
id1352541,852
id2480229,816
id0012064,700
id2955240,848
id0949210,925
id3794600,5
id2783989,819
id2596312,840
id2839025,1844
id0675470,1109
id1778618,261
id3638703,184
id3682237,46
id3779006,811
id2031067,2597
id3363717,1714
id0024708,384
id3893969,601
id0202141,944
id3875763,1873
id3860816,1042
id2130038,280
id3243793,332
id3616312,534
id0165069,243
id2829794,266
id0435613,399
id3523766,1236
id0264143,1222
id1883762,1276
id0920890,1013
id0940556,946
id1103111,169
id0062465,505
id0041112,463
id0620563,1012
id2370500,207
id3862336,499
id1867002,687
id1265017,186
id3474585,481
id1677163,574
id2691555,1226
id2998904,744
id2984220,800
id0722546,1567
id1259719,596
id2735415,429
id0598734,2744
id2177951,1002
id2521370,395
id2143862,331
id0981755,550
id0128680,821
id1814844,1329
id0797195,858
id1012952,473
id2185458,633
id2371847,641
id1034551,2700
id3438212,876
id2827211,304
id1554816,1433
id2980467,240
id1171453,562
id1735012,267
id2448540,357
id2419517,705
id1220348,410
id3792143,243
id1660047,380
id1377040,1300
id2796898,409
id2962613,328
id1318349,193
id3434981,796
id1423420,962
id0381810,488
id0749695,389
id1253358,1099
id1558339,1413
id1128697,989
id3828485,405
id3461565,379
id2179181,257
id0924201,682
id2597446,570
id2613898,1890
id0334311,1836
id3819689,732
id0384582,800
id3940634,828
id0085489,358
id1372362,1035
id0680414,1283
id0880357,711
id1105696,962
id3986921,1738
id0329124,681
id2466018,1010
id2300760,2039
id3309373,254
id2827867,201
id0389268,289
id3531788,1126
id2287637,649
id0539707,974
id0929914,2312
id0805000,594
id3490774,531
id0657466,758
id1190655,557
id1780238,640
id3927336,834
id3279394,998
id3891858,1147
id1574543,348
id0981557,1982
id2471537,819
id1905245,454
id2254133,190
id2936883,142
id2977888,22
id2930126,510
id1625924,84051
id2885072,717
id1394926,1866
id2878369,556
id1563999,715
id1685598,614
id2295429,636
id1965216,505
id2813785,473
id3149963,621
id1483761,2010
id1419241,1300
id2379928,498
id3040969,377
id1924950,318
id3008810,1154
id1669756,426
id3580677,852
id3050982,461
id2886178,493
id1111315,1970
id0533012,1091
id2135553,2296
id2104044,898
id2998092,127
id3803238,1362
id0178349,482
id1797923,2392
id1167120,986
id2223196,449
id3562212,1646
id0771889,2453
id1311660,385
id0990442,2857
id0464437,882
id3185567,502
id2734639,961
id2057438,188
id3595352,5145
id2908597,1499
id0897471,215
id3665467,1382
id2640962,1200
id1840848,513
id3554523,447
id3590878,694
id3982660,862
id2846897,1105
id1345869,941
id1438636,1028
id1003117,834
id1460063,737
id0602454,1328
id1468772,235
id1004934,1366
id3669625,723
id1890221,1673
id1177374,511
id0696653,305
id3358318,260
id3153722,447
id2699729,552
id1212400,286
id2550879,1231
id0959372,536
id3152708,418
id3873946,1526
id0707040,1406
id3504408,102
id1337405,1838
id1014440,445
id1624950,410
id0353201,662
id0133427,548
id3902692,438
id3358147,198
id3496243,1085
id2987232,723
id2072191,974
id1156651,926
id3308040,1064
id0648058,294
id1674213,886
id1971529,1056
id2835225,700
id3862865,1057
id0467163,641
id3425522,1101
id0834338,129
id3162004,568
id3127539,238
id2940580,501
id1737347,889
id3956173,391
id2239443,213
id2278027,1139
id0093378,523
id1543539,591
id3803635,1219
id2806862,978
id1179953,1736
id3629691,928
id1145563,1122
id0905142,968
id1987007,2391
id3551121,660
id2623824,3197
id3428130,666
id3848536,1411
id0021598,993
id0074869,1060
id1710041,309
id0091809,438
id1058602,1431
id1950490,1140
id2299754,643
id3080675,296
id1695506,2301
id1107531,101
id3000028,388
id2187134,533
id3870655,270
id0986917,2232
id0472412,1595
id3274315,736
id0480975,339
id0921626,1126
id3720268,144
id2380593,262
id3781352,2077
id2888263,719
id0309053,668
id1340713,1660
id0455557,262
id3956575,524
id2704896,619
id3231949,484
id3389992,103
id2441433,566
id2775412,781
id2379573,241
id0849046,1054
id3336009,405
id1116576,347
id1303866,1083
id3080345,287
id3150373,2476
id0555760,319
id1014783,451
id1929924,450
id0104983,391
id3768620,2642
id1250590,814
id3283848,602
id1228165,1714
id2310818,416
id2190082,603
id1750356,1838
id0071839,904
id1410866,870
id0632408,1278
id1916615,1465
id0877243,390
id3116936,1665
id2018604,242
id2357989,111
id1337282,620
id1237295,677
id1387849,4544
id2986701,2092
id1299103,1198
id2718321,1938
id1733627,462
id2033919,1546
id2093408,664
id3010511,755
id2816913,2625
id1745179,231
id2409944,102
id1661994,1209
id2392957,1414
id2512366,1338
id3019565,1927
id1821517,1448
id1384945,51
id0422047,893
id0849462,482
id3447497,185
id2720563,990
id3963289,926
id2126902,753
id2584646,540
id0496487,320
id0912426,199
id0023149,510
id1328799,702
id0781548,479
id0812287,462
id2103353,1550
id1802307,242
id2017342,718
id2857266,724
id0012479,303
id1303727,9
id3478632,903
id2611208,1876
id3711760,200
id0872604,100
id3846152,352
id1730876,558
id3522574,976
id2876520,499
id3535227,226
id2906049,664
id3129287,224
id3805233,632
id1094696,927
id1641833,927
id3310496,905
id0611255,1994
id1935805,574
id3922243,10
id2381001,200
id0650336,923
id3591368,1407
id3814322,426
id3192074,425
id1494013,365
id1956848,255
id3841567,1506
id1672054,1188
id1896046,154
id0861673,240
id0215936,273
id1568729,1324
id3602301,233
id0555634,359
id1825080,4323
id0462799,470
id1171980,475
id0083587,654
id2615166,954
id1994061,116
id0852959,155
id1815727,999
id3887082,594
id1063386,392
id0412734,704
id3147220,440
id3708092,598
id2741251,1183
id0286302,215
id1380659,925
id1660075,347
id0065036,658
id3486433,1920
id1340904,262
id0509827,1074
id1143592,1607
id1897697,599
id3432520,1574
id0025647,1602
id3128198,1925
id0659793,333
id0191792,396
id3425098,1482
id3544166,1375
id3219158,1221
id2811249,668
id0186274,1158
id1849860,170
id3510257,592
id2977970,344
id0232594,640
id3087903,857
id1343336,814
id2794936,2079
id2422108,987
id2942804,266
id1060871,2028
id0420456,580
id1635773,967
id3868141,344
id0675276,354
id0138576,1314
id0259390,825
id2139821,989
id1187962,264
id3534652,1306
id1247846,66
id3094652,1003
id1716643,1406
id3622138,1440
id1388340,1047
id3391783,555
id2789029,1948
id3029464,993
id3110356,862
id0399555,1867
id3354379,896
id0983515,2104
id1211610,611
id2328895,708
id1876859,1238
id1532885,1307
id2219323,1411
id0455629,540
id2889143,506
id3059673,4724
id0215639,190
id0956138,767
id1086891,795
id0681954,325
id1498153,479
id2030635,1856
id2018402,406
id1905207,2572
id1900612,1064
id0371020,1469
id0783888,510
id3554856,1715
id2513117,208
id1746166,426
id1874661,812
id0574141,1902
id2543627,409
id2343053,101
id3185605,419
id1481132,302
id0354467,579
id0793081,758
id2736457,144
id2343346,726
id3997822,154
id0667147,1481
id3743369,806
id0392808,585
id1758436,8
id3940182,1092
id2922430,732
id2211499,567
id0920864,807
id3479203,1056
id0267870,444
id0864978,367
id1414510,814
id0507797,922
id2844938,2216
id1433374,986
id3335492,349
id3792211,330
id3439843,1291
id2716990,534
id0582431,1074
id2710874,192
id1396615,773
id3529892,877
id3018475,1385
id0953176,376
id0371676,901
id3361610,621
id3667588,2294
id0050047,1127
id2078514,650
id2468553,3429
id1007883,513
id3492549,2677
id3636037,2526
id3573959,429
id2417563,672
id2910802,310
id1319674,763
id3350818,631
id0186317,769
id1379873,1138
id1825830,470
id1148084,1960
id2990731,819
id2918552,356
id2391704,811
id0262259,326
id2730170,292
id2211888,279
id0902393,673
id2649252,867
id0377525,1283
id3829508,301
id2003496,889
id3345293,582
id2550355,2149
id2802140,261
id1684917,859
id1690330,972
id1738982,1938
id0533534,1323
id0841029,265
id0591866,534
id2170857,3324
id1482875,657
id0988684,429
id2537217,699
id1172504,199
id2146628,142
id3415139,2592
id1739571,1884
id3123585,508
id3901243,1858
id2626339,166
id1571828,1428
id0838127,581
id1590199,1326
id0518752,1739
id2229990,1438
id1486090,1273
id0442557,2330
id0937058,1514
id0621174,476
id3700644,895
id3190013,1799
id2461965,320
id2189239,2389
id3161678,660
id0783413,1784
id3183219,2105
id0318031,964
id3068719,1953
id1723074,998
id2900139,700
id0411063,512
id1681073,1167
id3961463,1978
id3056070,425
id1669493,530
id2274401,187
id2394252,1482
id2748346,187
id3688558,688
id3947654,981
id2348593,219
id0879152,104
id3558284,252
id0135598,376
id1001344,261
id2303967,1119
id1929541,695
id3281836,1389
id1257468,675
id1313683,2252
id3580150,286
id2416256,626
id1374089,465
id0135769,394
id2348535,846
id2034362,187
id3616342,998
id3561844,463
id0524243,282
id3422554,1288
id3909559,783
id3374014,781
id2255517,293
id0429646,173
id2507603,2210
id1223459,183
id0230592,561
id1564844,557
id3387154,462
id0867239,306
id3269002,552
id2557847,1432
id2581332,235
id0550493,380
id2062810,1268
id2525832,312
id1039786,1454
id0655792,368
id3562970,1795
id3073106,542
id2237837,438
id0923859,302
id2309357,185
id1172098,161
id0374674,2197
id0530313,1142
id3291370,712
id2693904,1940
id2614663,448
id3493637,885
id0447199,233
id3354879,498
id2830828,491
id3346160,1148
id3178088,1286
id3254243,2385
id2605350,747
id1767010,832
id0139310,479
id3743276,1358
id1459686,1298
id0240422,385
id3883789,233
id2013177,254
id3312718,1310
id3124980,398
id2133891,2034
id1348075,1019
id1898976,936
id1913915,2695
id0841487,1419
id0711087,463
id2175368,214
id1535749,465
id3180261,831
id1584092,708
id3378154,711
id3801321,295
id1472111,269
id3512835,38
id3125039,852
id1702916,859
id3474642,499
id1570556,407
id1810720,880
id0750109,728
id0671060,647
id0830525,1293
id0146706,991
id2594088,949
id3414298,2343
id1617503,1569
id2218268,772
id1234533,462
id3894169,737
id0316919,384
id3155693,1635
id0976496,1123
id3078506,1651
id0501046,188
id0640154,1046
id1610962,1073
id1015287,2420
id3981016,976
id3070191,85333
id3385046,871
id0284852,1422
id2532871,1059
id3288694,1057
id2365796,396
id3338231,470
id2105497,1992
id0721639,677
id2112482,764
id1142093,3835
id0011573,1866
id1898860,412
id0164195,171
id0736761,167
id3864597,2487
id0437744,1254
id2442658,859
id2675628,437
id3570679,854
id0978395,433
id2067866,312
id3328133,131
id0729359,257
id0020514,408
id2615483,1343
id1336755,106
id1174865,1151
id3149342,2267
